"","id","n_tx","med_sq_lngth","mad","seed","sq_df"
"23",52,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"24",53,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"25",54,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"26",55,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"27",56,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"28",57,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"29",58,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"30",59,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"31",60,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"32",61,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"33",62,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"34",63,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"35",64,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"36",65,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"37",66,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"38",67,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"39",68,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"40",69,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"41",70,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"42",71,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"43",72,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"44",73,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"45",74,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"46",75,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"47",76,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"48",77,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"49",78,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"50",79,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"51",80,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"52",81,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"53",82,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"54",83,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"55",84,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"56",85,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"57",86,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"58",87,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"59",88,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"60",89,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"61",90,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"62",91,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"63",92,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"64",93,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"65",94,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"66",95,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"67",96,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"68",97,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"69",98,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"70",99,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"71",100,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"72",101,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"73",102,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"74",103,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"75",104,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"76",105,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"77",106,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"78",107,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"79",108,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"80",109,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"81",110,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"82",111,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"83",112,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"84",113,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"85",114,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"86",115,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"87",116,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"88",117,16,1823.5,0.989137791012453,"353531054","and | Baker | Barrow | chloroplast | Corypha | FTG | gene | intron | K | matK | partial | Phoenix | pseudogene | Sabal | specimen | trnK | voucher"
"89",319,15,853.5,0.789695177434031,"349625404","and | Baker | Borassus | chloroplast | complete | Corypha | Cult | flabellifer | FTG | gene | genes | intergenic | K | P | partial | Phoenix | region | Sabal | sequence | spacer | specimen | tRNAAsp | tRNAGlu | tRNATyr | trnD | trnDtrnY | trnE | trnEtrnT | trnY | trnYtrnE | voucher"
"90",320,15,853.5,0.789695177434031,"349625404","and | Baker | Borassus | chloroplast | complete | Corypha | Cult | flabellifer | FTG | gene | genes | intergenic | K | P | partial | Phoenix | region | Sabal | sequence | spacer | specimen | tRNAAsp | tRNAGlu | tRNATyr | trnD | trnDtrnY | trnE | trnEtrnT | trnY | trnYtrnE | voucher"
"91",321,15,853.5,0.789695177434031,"349625404","and | Baker | Borassus | chloroplast | complete | Corypha | Cult | flabellifer | FTG | gene | genes | intergenic | K | P | partial | Phoenix | region | Sabal | sequence | spacer | specimen | tRNAAsp | tRNAGlu | tRNATyr | trnD | trnDtrnY | trnE | trnEtrnT | trnY | trnYtrnE | voucher"
"92",322,15,853.5,0.789695177434031,"349625404","and | Baker | Borassus | chloroplast | complete | Corypha | Cult | flabellifer | FTG | gene | genes | intergenic | K | P | partial | Phoenix | region | Sabal | sequence | spacer | specimen | tRNAAsp | tRNAGlu | tRNATyr | trnD | trnDtrnY | trnE | trnEtrnT | trnY | trnYtrnE | voucher"
"93",323,15,853.5,0.789695177434031,"349625404","and | Baker | Borassus | chloroplast | complete | Corypha | Cult | flabellifer | FTG | gene | genes | intergenic | K | P | partial | Phoenix | region | Sabal | sequence | spacer | specimen | tRNAAsp | tRNAGlu | tRNATyr | trnD | trnDtrnY | trnE | trnEtrnT | trnY | trnYtrnE | voucher"
"94",324,15,853.5,0.789695177434031,"349625404","and | Baker | Borassus | chloroplast | complete | Corypha | Cult | flabellifer | FTG | gene | genes | intergenic | K | P | partial | Phoenix | region | Sabal | sequence | spacer | specimen | tRNAAsp | tRNAGlu | tRNATyr | trnD | trnDtrnY | trnE | trnEtrnT | trnY | trnYtrnE | voucher"
"95",325,15,853.5,0.789695177434031,"349625404","and | Baker | Borassus | chloroplast | complete | Corypha | Cult | flabellifer | FTG | gene | genes | intergenic | K | P | partial | Phoenix | region | Sabal | sequence | spacer | specimen | tRNAAsp | tRNAGlu | tRNATyr | trnD | trnDtrnY | trnE | trnEtrnT | trnY | trnYtrnE | voucher"
"96",326,15,853.5,0.789695177434031,"349625404","and | Baker | Borassus | chloroplast | complete | Corypha | Cult | flabellifer | FTG | gene | genes | intergenic | K | P | partial | Phoenix | region | Sabal | sequence | spacer | specimen | tRNAAsp | tRNAGlu | tRNATyr | trnD | trnDtrnY | trnE | trnEtrnT | trnY | trnYtrnE | voucher"
"97",327,15,853.5,0.789695177434031,"349625404","and | Baker | Borassus | chloroplast | complete | Corypha | Cult | flabellifer | FTG | gene | genes | intergenic | K | P | partial | Phoenix | region | Sabal | sequence | spacer | specimen | tRNAAsp | tRNAGlu | tRNATyr | trnD | trnDtrnY | trnE | trnEtrnT | trnY | trnYtrnE | voucher"
"98",328,15,853.5,0.789695177434031,"349625404","and | Baker | Borassus | chloroplast | complete | Corypha | Cult | flabellifer | FTG | gene | genes | intergenic | K | P | partial | Phoenix | region | Sabal | sequence | spacer | specimen | tRNAAsp | tRNAGlu | tRNATyr | trnD | trnDtrnY | trnE | trnEtrnT | trnY | trnYtrnE | voucher"
"99",329,15,853.5,0.789695177434031,"349625404","and | Baker | Borassus | chloroplast | complete | Corypha | Cult | flabellifer | FTG | gene | genes | intergenic | K | P | partial | Phoenix | region | Sabal | sequence | spacer | specimen | tRNAAsp | tRNAGlu | tRNATyr | trnD | trnDtrnY | trnE | trnEtrnT | trnY | trnYtrnE | voucher"
"100",330,15,853.5,0.789695177434031,"349625404","and | Baker | Borassus | chloroplast | complete | Corypha | Cult | flabellifer | FTG | gene | genes | intergenic | K | P | partial | Phoenix | region | Sabal | sequence | spacer | specimen | tRNAAsp | tRNAGlu | tRNATyr | trnD | trnDtrnY | trnE | trnEtrnT | trnY | trnYtrnE | voucher"
"101",331,15,853.5,0.789695177434031,"349625404","and | Baker | Borassus | chloroplast | complete | Corypha | Cult | flabellifer | FTG | gene | genes | intergenic | K | P | partial | Phoenix | region | Sabal | sequence | spacer | specimen | tRNAAsp | tRNAGlu | tRNATyr | trnD | trnDtrnY | trnE | trnEtrnT | trnY | trnYtrnE | voucher"
"102",332,15,853.5,0.789695177434031,"349625404","and | Baker | Borassus | chloroplast | complete | Corypha | Cult | flabellifer | FTG | gene | genes | intergenic | K | P | partial | Phoenix | region | Sabal | sequence | spacer | specimen | tRNAAsp | tRNAGlu | tRNATyr | trnD | trnDtrnY | trnE | trnEtrnT | trnY | trnYtrnE | voucher"
"103",333,15,853.5,0.789695177434031,"349625404","and | Baker | Borassus | chloroplast | complete | Corypha | Cult | flabellifer | FTG | gene | genes | intergenic | K | P | partial | Phoenix | region | Sabal | sequence | spacer | specimen | tRNAAsp | tRNAGlu | tRNATyr | trnD | trnDtrnY | trnE | trnEtrnT | trnY | trnYtrnE | voucher"
"104",334,15,853.5,0.789695177434031,"349625404","and | Baker | Borassus | chloroplast | complete | Corypha | Cult | flabellifer | FTG | gene | genes | intergenic | K | P | partial | Phoenix | region | Sabal | sequence | spacer | specimen | tRNAAsp | tRNAGlu | tRNATyr | trnD | trnDtrnY | trnE | trnEtrnT | trnY | trnYtrnE | voucher"
"105",335,15,853.5,0.789695177434031,"349625404","and | Baker | Borassus | chloroplast | complete | Corypha | Cult | flabellifer | FTG | gene | genes | intergenic | K | P | partial | Phoenix | region | Sabal | sequence | spacer | specimen | tRNAAsp | tRNAGlu | tRNATyr | trnD | trnDtrnY | trnE | trnEtrnT | trnY | trnYtrnE | voucher"
"106",336,15,853.5,0.789695177434031,"349625404","and | Baker | Borassus | chloroplast | complete | Corypha | Cult | flabellifer | FTG | gene | genes | intergenic | K | P | partial | Phoenix | region | Sabal | sequence | spacer | specimen | tRNAAsp | tRNAGlu | tRNATyr | trnD | trnDtrnY | trnE | trnEtrnT | trnY | trnYtrnE | voucher"
"107",337,15,853.5,0.789695177434031,"349625404","and | Baker | Borassus | chloroplast | complete | Corypha | Cult | flabellifer | FTG | gene | genes | intergenic | K | P | partial | Phoenix | region | Sabal | sequence | spacer | specimen | tRNAAsp | tRNAGlu | tRNATyr | trnD | trnDtrnY | trnE | trnEtrnT | trnY | trnYtrnE | voucher"
"108",338,15,853.5,0.789695177434031,"349625404","and | Baker | Borassus | chloroplast | complete | Corypha | Cult | flabellifer | FTG | gene | genes | intergenic | K | P | partial | Phoenix | region | Sabal | sequence | spacer | specimen | tRNAAsp | tRNAGlu | tRNATyr | trnD | trnDtrnY | trnE | trnEtrnT | trnY | trnYtrnE | voucher"
"109",339,15,853.5,0.789695177434031,"349625404","and | Baker | Borassus | chloroplast | complete | Corypha | Cult | flabellifer | FTG | gene | genes | intergenic | K | P | partial | Phoenix | region | Sabal | sequence | spacer | specimen | tRNAAsp | tRNAGlu | tRNATyr | trnD | trnDtrnY | trnE | trnEtrnT | trnY | trnYtrnE | voucher"
"110",340,15,853.5,0.789695177434031,"349625404","and | Baker | Borassus | chloroplast | complete | Corypha | Cult | flabellifer | FTG | gene | genes | intergenic | K | P | partial | Phoenix | region | Sabal | sequence | spacer | specimen | tRNAAsp | tRNAGlu | tRNATyr | trnD | trnDtrnY | trnE | trnEtrnT | trnY | trnYtrnE | voucher"
"111",341,15,853.5,0.789695177434031,"349625404","and | Baker | Borassus | chloroplast | complete | Corypha | Cult | flabellifer | FTG | gene | genes | intergenic | K | P | partial | Phoenix | region | Sabal | sequence | spacer | specimen | tRNAAsp | tRNAGlu | tRNATyr | trnD | trnDtrnY | trnE | trnEtrnT | trnY | trnYtrnE | voucher"
"112",342,15,853.5,0.789695177434031,"349625404","and | Baker | Borassus | chloroplast | complete | Corypha | Cult | flabellifer | FTG | gene | genes | intergenic | K | P | partial | Phoenix | region | Sabal | sequence | spacer | specimen | tRNAAsp | tRNAGlu | tRNATyr | trnD | trnDtrnY | trnE | trnEtrnT | trnY | trnYtrnE | voucher"
"113",343,15,853.5,0.789695177434031,"349625404","and | Baker | Borassus | chloroplast | complete | Corypha | Cult | flabellifer | FTG | gene | genes | intergenic | K | P | partial | Phoenix | region | Sabal | sequence | spacer | specimen | tRNAAsp | tRNAGlu | tRNATyr | trnD | trnDtrnY | trnE | trnEtrnT | trnY | trnYtrnE | voucher"
"114",344,15,853.5,0.789695177434031,"349625404","and | Baker | Borassus | chloroplast | complete | Corypha | Cult | flabellifer | FTG | gene | genes | intergenic | K | P | partial | Phoenix | region | Sabal | sequence | spacer | specimen | tRNAAsp | tRNAGlu | tRNATyr | trnD | trnDtrnY | trnE | trnEtrnT | trnY | trnYtrnE | voucher"
"115",345,15,853.5,0.789695177434031,"349625404","and | Baker | Borassus | chloroplast | complete | Corypha | Cult | flabellifer | FTG | gene | genes | intergenic | K | P | partial | Phoenix | region | Sabal | sequence | spacer | specimen | tRNAAsp | tRNAGlu | tRNATyr | trnD | trnDtrnY | trnE | trnEtrnT | trnY | trnYtrnE | voucher"
"116",346,15,853.5,0.789695177434031,"349625404","and | Baker | Borassus | chloroplast | complete | Corypha | Cult | flabellifer | FTG | gene | genes | intergenic | K | P | partial | Phoenix | region | Sabal | sequence | spacer | specimen | tRNAAsp | tRNAGlu | tRNATyr | trnD | trnDtrnY | trnE | trnEtrnT | trnY | trnYtrnE | voucher"
"117",347,15,853.5,0.789695177434031,"349625404","and | Baker | Borassus | chloroplast | complete | Corypha | Cult | flabellifer | FTG | gene | genes | intergenic | K | P | partial | Phoenix | region | Sabal | sequence | spacer | specimen | tRNAAsp | tRNAGlu | tRNATyr | trnD | trnDtrnY | trnE | trnEtrnT | trnY | trnYtrnE | voucher"
"118",348,15,853.5,0.789695177434031,"349625404","and | Baker | Borassus | chloroplast | complete | Corypha | Cult | flabellifer | FTG | gene | genes | intergenic | K | P | partial | Phoenix | region | Sabal | sequence | spacer | specimen | tRNAAsp | tRNAGlu | tRNATyr | trnD | trnDtrnY | trnE | trnEtrnT | trnY | trnYtrnE | voucher"
"119",349,15,853.5,0.789695177434031,"349625404","and | Baker | Borassus | chloroplast | complete | Corypha | Cult | flabellifer | FTG | gene | genes | intergenic | K | P | partial | Phoenix | region | Sabal | sequence | spacer | specimen | tRNAAsp | tRNAGlu | tRNATyr | trnD | trnDtrnY | trnE | trnEtrnT | trnY | trnYtrnE | voucher"
"120",350,15,853.5,0.789695177434031,"349625404","and | Baker | Borassus | chloroplast | complete | Corypha | Cult | flabellifer | FTG | gene | genes | intergenic | K | P | partial | Phoenix | region | Sabal | sequence | spacer | specimen | tRNAAsp | tRNAGlu | tRNATyr | trnD | trnDtrnY | trnE | trnEtrnT | trnY | trnYtrnE | voucher"
